% This ascii data file is produced by extracting Columns #4 (z), #5 (logFUV), #6 (sigma_logFUV), #7 (logFX), and #8 (sigma_logFX) from 'table3.dat' made available under title 'Quasars as standard candles. III.: J/A+A/642/A150' in VizieR (URL: http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/642/A150), which is the data used by Lusso, E., et al., A&A 642, A150, 24 (2020); e-print: https://arxiv.org/abs/2008.08586.
%
% Columns:
% z - redshift
% logFUV - rest-frame flux at 2500 Angstroem in units of log(erg/s/cm^2^)
% sigma_logFUV - error on rest-frame flux at 2500 Angstroem
% logFX - rest-frame flux at 2keV in units of log(erg/s/cm^2^)
% sigma_logFX - error on rest-frame flux at 2keV
%
% Credits: 
% Peter Raffai, Gergely Dalya, Alexandra Karsai; 
% Institute of Physics, Eotvos Lorand University, H-1117 Budapest, Pazmany P. s. 1/A.
% All rights reserved. (2021)
% Contact: peter.raffai@ttk.elte.hu
%
% z logFUV sigma_logFUV logFX sigma_logFX
1.5366 -26.9431 0.00676 -31.01395 0.06043
2.754 -28.2336 0.07689 -32.15786 0.13483
0.3018 -26.6772 0.00803 -30.37162 0.02784
0.2673 -25.8701 0.00417 -30.03726 0.00521
1.333 -27.0115 0.00524 -31.29632 0.03597
1.4266 -27.2159 0.00924 -31.20042 0.01789
0.4916 -26.9562 0.01116 -30.78585 0.0276
2.516 -27.3699 0.01208 -31.46418 0.07154
1.9773 -27.9598 0.01574 -31.8455 0.06422
1.7226 -26.9104 0.01099 -31.18221 0.01313
1.6579 -28.175 0.02282 -32.19455 0.04942
1.4656 -27.4435 0.00895 -32.16596 0.04591
0.998 -27.549 0.00885 -31.28664 0.01995
1.551 -27.573 0.00805 -31.3669 0.03292
0.983 -27.0248 0.00933 -31.37011 0.02227
1.4423 -27.4713 0.00888 -31.30892 0.04335
2.306 -28.1099 0.02579 -31.99252 0.09784
2.272 -28.0532 0.02178 -31.90269 0.09966
0.846 -27.1637 0.00926 -30.82454 0.04149
1.2091 -27.1731 0.00802 -31.16323 0.02988
2.195 -27.9 0.01763 -31.9061 0.1337
2.174 -27.0138 0.00799 -31.40591 0.0458
0.485 -27.2217 0.00978 -30.68304 0.00867
1.1321 -27.7742 0.00964 -31.42576 0.02637
2.235 -27.0407 0.00887 -31.47431 0.07406
1.5783 -27.0867 0.00773 -31.41314 0.05009
2.059 -27.0945 0.00856 -31.70989 0.11271
0.766 -27.504 0.01028 -31.26054 0.02123
1.5507 -27.1274 0.00756 -31.23127 0.03129
1.347 -27.7721 0.0103 -31.85376 0.06819
1.208 -27.6078 0.00983 -31.79168 0.02971
1.9867 -27.1898 0.0069 -31.3706 0.05421
0.767 -27.4539 0.01071 -31.37591 0.01576
0.997 -27.7287 0.00883 -31.45277 0.02287
0.5403 -27.3683 0.0115 -31.18725 0.02057
1.1978 -27.3512 0.00782 -31.40199 0.03837
2.109 -27.7127 0.01091 -31.41747 0.03346
0.7033 -27.2871 0.0085 -30.93349 0.02279
2.371 -27.8683 0.01966 -32.00098 0.10712
1.917 -28.0997 0.01641 -32.01364 0.08609
2.3407 -27.784 0.01568 -31.78971 0.07137
0.9784 -27.3463 0.00779 -31.36666 0.02096
0.722 -27.631 0.01195 -31.51073 0.03787
2.0735 -27.4856 0.01092 -31.49777 0.05119
1.0114 -26.838 0.00771 -30.91237 0.03214
0.5568 -27.2702 0.01295 -30.8799 0.01706
2.358 -27.6991 0.01691 -31.17712 0.07539
2.669 -27.3091 0.01596 -31.29074 0.02301
1.1801 -27.1337 0.00904 -30.84877 0.03057
1.1902 -27.3334 0.00925 -31.19056 0.03965
0.492 -27.6859 0.01826 -31.31696 0.03167
0.748 -26.8256 0.00864 -31.05517 0.02879
1.3666 -27.3169 0.00793 -30.99336 0.02332
1.957 -27.7212 0.00811 -31.88734 0.11681
0.928 -27.984 0.01105 -31.76158 0.04137
0.5124 -27.476 0.01194 -31.45583 0.05373
2.726 -27.8193 0.03102 -31.85642 0.12348
0.8021 -27.0662 0.00742 -31.32675 0.01936
1.6059 -27.8668 0.01388 -31.84952 0.03831
1.588 -27.7596 0.00816 -31.82648 0.03777
1.4071 -27.4129 0.00776 -31.45313 0.05393
1.2872 -27.5828 0.00926 -31.67097 0.06413
2.0655 -27.4581 0.00762 -31.69448 0.12696
2.597 -27.9776 0.03872 -31.68577 0.09003
1.968 -27.2829 0.00889 -31.42137 0.04661
1.2693 -27.1045 0.00815 -31.1937 0.05589
0.7207 -27.8091 0.01354 -31.27465 0.02709
0.9508 -27.1261 0.00639 -31.34651 0.03048
0.3743 -27.1237 0.00993 -30.32841 0.00841
0.8116 -27.193 0.00871 -30.94936 0.02309
1.4692 -27.2397 0.00872 -31.62504 0.06214
1.2119 -27.52 0.00936 -31.47389 0.02685
1.3091 -27.6195 0.00884 -31.59062 0.05676
0.522 -26.7373 0.00908 -30.90153 0.01806
1.7221 -27.1976 0.00852 -31.36192 0.0372
1.04 -27.7976 0.0115 -31.3194 0.02194
0.2823 -26.9699 0.01201 -30.74474 0.04178
1.1819 -27.4191 0.00833 -31.45994 0.06782
0.642 -27.735 0.01694 -31.18099 0.02271
2.0583 -27.5104 0.01009 -31.80272 0.09029
1.0615 -27.2086 0.0081 -31.34317 0.04018
1.453 -26.7584 0.0075 -31.07378 0.06326
1.986 -26.9555 0.00851 -31.37202 0.01723
1.5421 -27.5898 0.00815 -31.39378 0.04135
0.601 -27.5323 0.01262 -31.22351 0.02335
3.099 -26.7997 0.01245 -31.77772 0.06701
1.753 -27.0274 0.00663 -31.1082 0.06583
0.966 -27.6651 0.01057 -31.3112 0.01937
0.916 -27.5187 0.00914 -31.68891 0.03586
1.4496 -27.2763 0.00649 -31.1804 0.05246
1.5164 -27.2993 0.00846 -31.3057 0.08871
0.9136 -27.2598 0.00786 -31.31578 0.03042
1.577 -27.6721 0.01016 -31.82412 0.0576
2.92 -28.0835 0.05083 -31.9826 0.17388
2.219 -27.5277 0.03924 -31.33389 0.06283
0.939 -27.3561 0.01392 -31.03563 0.01976
0.9829 -27.1271 0.00926 -30.98363 0.0168
0.9186 -26.9559 0.00836 -31.27553 0.01784
0.7738 -26.8591 0.00781 -30.81236 0.00771
1.5674 -27.1575 0.00789 -31.21093 0.01989
0.478 -27.4985 0.01446 -31.44593 0.04472
0.2032 -26.4863 0.00981 -30.00758 0.01102
0.2452 -26.8878 0.00903 -31.00206 0.05113
1.847 -27.8768 0.01071 -31.49533 0.09563
0.3993 -26.1786 0.00695 -30.29723 0.01294
1.4042 -27.4889 0.00771 -31.48347 0.0747
0.7399 -27.2676 0.01099 -31.33327 0.03089
1.349 -27.2897 0.01043 -30.96341 0.01724
1.0782 -27.2143 0.01036 -31.30711 0.02474
0.2646 -25.7758 0.01083 -29.399 0.00455
1.1019 -27.144 0.01061 -31.56782 0.02941
0.7707 -27.201 0.00949 -31.2108 0.02098
0.879 -27.4298 0.00835 -31.45796 0.03335
1.4321 -27.5225 0.00825 -31.12332 0.02533
0.7575 -27.1675 0.00878 -30.87329 0.02297
0.4412 -26.9749 0.01098 -30.52955 0.01178
0.8153 -27.2121 0.008 -31.00196 0.01062
1.8476 -27.5853 0.00813 -31.37723 0.02441
3.309 -27.7705 0.02067 -31.84344 0.1378
0.534 -28.1654 0.03919 -31.62409 0.03239
2.276 -26.9965 0.00958 -31.76835 0.07154
1.879 -27.3029 0.00754 -31.46106 0.12757
1.594 -26.9266 0.00662 -30.90405 0.01541
1.4123 -27.3863 0.00757 -31.76817 0.06643
1.6406 -27.9165 0.01171 -31.77531 0.09
0.131 -26.0141 0.02701 -29.38741 0.0044
1.861 -26.286 0.00748 -30.42412 0.00456
0.8025 -27.1565 0.00867 -31.34598 0.07553
1.641 -26.9485 0.00722 -31.4102 0.03901
3.018 -28.0544 0.04035 -32.02605 0.1595
0.6001 -27.326 0.01058 -30.91575 0.02763
2.796 -28.1286 0.04418 -32.37764 0.21589
2.303 -27.084 0.00905 -31.2455 0.08285
1.0791 -27.2726 0.0073 -31.22699 0.03526
1.521 -27.4539 0.00745 -31.32494 0.04931
0.783 -27.814 0.01471 -31.43211 0.02542
1.1922 -27.4428 0.00844 -31.11344 0.01595
1.4747 -26.1942 0.00642 -30.72808 0.01514
2.104 -27.1365 0.00779 -31.21262 0.08005
0.8136 -27.2143 0.00711 -31.27804 0.02645
0.6554 -26.791 0.01013 -30.64816 0.01612
0.7821 -27.2709 0.00784 -31.03354 0.01133
2.468 -27.8128 0.01988 -31.58659 0.11975
0.5241 -27.1096 0.0089 -31.06026 0.05208
1.0065 -27.1159 0.00882 -30.87003 0.01542
2.354 -28.1533 0.02905 -32.03902 0.1314
1.5753 -27.2815 0.0063 -31.15981 0.03138
0.5372 -27.0092 0.00831 -31.04514 0.03936
0.6761 -27.0392 0.00856 -30.35745 0.00448
0.6951 -27.2875 0.01056 -31.20014 0.03781
1.1273 -27.0732 0.00783 -30.83183 0.02187
0.578 -27.0926 0.01032 -30.7641 0.02147
1.65 -27.2419 0.00644 -30.80122 0.0143
1.1639 -27.0668 0.00872 -31.3 0.01591
1.1764 -27.0365 0.00691 -31.10723 0.03747
1.6334 -27.4921 0.00691 -31.55656 0.08586
0.8607 -27.6492 0.01131 -31.51877 0.02888
1.2324 -27.5974 0.00923 -31.52278 0.05638
0.762 -27.4825 0.00967 -31.33224 0.02568
0.7376 -27.2134 0.00953 -31.56169 0.02088
1.2987 -27.5218 0.00686 -31.59331 0.0259
1.5404 -27.2061 0.00613 -31.60668 0.04863
1.047 -26.9681 0.00853 -30.36853 0.00442
0.707 -28.2109 0.01996 -31.70328 0.03067
2.7348 -26.3038 0.00737 -30.71167 0.02182
1.5915 -27.1461 0.00791 -30.95049 0.01421
1.1168 -27.2169 0.00927 -31.27611 0.02155
1.7338 -27.5662 0.00812 -31.6112 0.06279
1.3726 -26.9756 0.00843 -31.37168 0.02924
0.8637 -27.0262 0.00861 -30.81705 0.02742
0.5373 -27.2575 0.00972 -30.82263 0.02619
1.4599 -27.2 0.00716 -31.20663 0.03827
0.2693 -26.7193 0.01285 -30.34058 0.03663
3.0081 -26.8748 0.01583 -31.11191 0.02981
0.3603 -26.9055 0.00928 -30.82315 0.01427
1.0596 -27.2829 0.00757 -31.40127 0.03902
0.7739 -27.19 0.00798 -31.51488 0.02983
0.1785 -26.5778 0.00269 -30.28526 0.03526
1.1446 -27.3972 0.00677 -31.50572 0.03318
1.52 -27.6783 0.01001 -31.1413 0.03157
1.365 -26.5601 0.00661 -31.13784 0.01608
2.6142 -27.7611 0.02076 -31.96348 0.0986
1.8166 -27.0256 0.00662 -31.4056 0.05403
0.9997 -27.1053 0.00673 -30.69493 0.02392
1.5189 -27.3991 0.00647 -31.69468 0.0576
0.541 -27.908 0.02578 -31.21366 0.02596
0.9899 -27.2687 0.00777 -31.31964 0.03216
1.5088 -27.6005 0.00875 -31.25177 0.02433
2.274 -26.429 0.00721 -31.17904 0.02678
0.8623 -27.0954 0.00871 -30.9382 0.0279
1.6854 -27.4345 0.00782 -31.56449 0.0931
1.342 -27.5482 0.00801 -31.7151 0.05635
0.49 -27.1691 0.01194 -30.50755 0.01469
3.2717 -27.1111 0.02515 -31.2557 0.15521
0.7449 -27.318 0.00909 -30.90283 0.0199
2.194 -27.5656 0.01123 -32.00943 0.08102
0.919 -28.0341 0.01318 -31.66981 0.02103
1.147 -27.8586 0.01042 -31.62163 0.01905
2.201 -27.6764 0.01227 -31.64488 0.10901
1.3751 -27.3288 0.00751 -30.95906 0.01525
1.2134 -27.1925 0.00922 -31.523 0.03611
1.8987 -27.2222 0.01041 -31.28609 0.08642
1.0471 -27.799 0.01299 -31.54847 0.03727
1.8941 -27.561 0.00968 -31.42472 0.05877
1.1806 -27.784 0.01141 -31.61686 0.04943
0.429 -26.9464 0.01032 -31.05294 0.08762
1.112 -27.4577 0.00883 -31.20388 0.0241
1.0102 -27.3812 0.01007 -30.95822 0.03037
1.1211 -27.9427 0.01306 -31.77471 0.02148
1.1602 -27.3501 0.008 -31.0109 0.01835
2.156 -28.6755 0.05192 -31.97185 0.05402
1.4911 -27.7464 0.01054 -31.64401 0.02578
2.0917 -27.9055 0.01307 -31.85241 0.05007
1.3326 -28.064 0.02036 -31.78098 0.0445
2.31 -27.9852 0.02772 -31.77636 0.1573
2.0541 -27.5711 0.01007 -31.57478 0.04137
0.8081 -26.9874 0.00772 -30.84224 0.02074
0.815 -27.9572 0.02128 -31.50313 0.03927
0.551 -27.6401 0.01784 -31.09535 0.0076
2.191 -28.2598 0.02458 -31.75639 0.04716
1.168 -27.6384 0.01053 -31.06345 0.01597
0.7955 -27.4591 0.01072 -31.13303 0.01583
2.415 -27.4241 0.01382 -31.59377 0.05957
1.8356 -27.2893 0.00781 -31.39361 0.0414
0.3258 -25.9545 0.00572 -30.07644 0.00875
0.9153 -27.9937 0.01368 -31.6836 0.0287
0.8479 -27.4588 0.0108 -31.22772 0.02816
0.528 -27.5633 0.01697 -31.06952 0.03
0.678 -27.8656 0.02277 -31.15107 0.01983
2.173 -28.2537 0.0293 -31.91731 0.17341
1.7628 -27.1524 0.00991 -30.85372 0.01926
1.898 -28.3339 0.04375 -32.183 0.07802
0.665 -27.5845 0.01536 -31.26495 0.02909
1.068 -28.0242 0.01608 -31.72191 0.03517
1.34 -26.4844 0.00836 -30.75771 0.02424
0.746 -27.2171 0.0153 -31.10368 0.02259
1.9917 -27.9636 0.0187 -31.95909 0.07202
2.399 -27.2729 0.01568 -31.64515 0.0936
0.814 -27.4893 0.01892 -31.29569 0.04968
0.741 -27.4936 0.01237 -31.07855 0.01666
2.66 -27.7755 0.02659 -31.54353 0.05955
2.241 -27.363 0.01111 -31.38294 0.04946
0.3209 -26.7695 0.01022 -30.27049 0.03753
2.362 -27.7564 0.0234 -31.67682 0.075
0.593 -27.62 0.01345 -31.33246 0.04487
1.9377 -27.6467 0.00863 -31.74518 0.10872
0.8081 -27.8522 0.01937 -31.31489 0.01637
1.2458 -27.7739 0.01139 -31.61365 0.03203
1.9229 -27.3206 0.00885 -31.59121 0.09009
2.598 -27.6049 0.01774 -31.66956 0.11033
1.0348 -27.7597 0.01219 -31.57403 0.03854
1.2751 -27.7927 0.01157 -31.6696 0.0562
0.5816 -27.1433 0.0152 -30.79326 0.0381
0.8835 -27.4726 0.01226 -31.10905 0.01371
0.411 -27.2598 0.01284 -30.88752 0.01723
1.13 -27.6753 0.01016 -31.57016 0.03699
0.7044 -27.3146 0.01168 -31.14221 0.01894
1.0059 -27.6139 0.01045 -31.11093 0.01455
1.9395 -27.7905 0.01677 -31.64695 0.08872
0.8014 -26.94 0.00933 -30.89155 0.0351
1.6039 -27.2511 0.00847 -31.31546 0.03779
1.6625 -27.8641 0.01367 -31.68481 0.0542
2.0201 -27.5663 0.0101 -31.37632 0.05987
1.1356 -27.3149 0.00814 -31.39049 0.03957
2.1938 -27.4721 0.01496 -31.5563 0.13596
1.0926 -27.3682 0.01537 -31.32951 0.02959
2.786 -27.2906 0.01061 -31.38412 0.12091
1.4789 -27.8197 0.01153 -31.27774 0.03406
0.4558 -27.7661 0.03067 -31.06392 0.01884
0.798 -27.5037 0.01074 -31.22931 0.01952
1.5156 -27.7547 0.0099 -32.01332 0.08205
0.7228 -27.7776 0.0147 -31.56898 0.04249
3.17 -27.354 0.03197 -31.80846 0.10217
1.7838 -27.8106 0.01411 -31.46694 0.05548
3.087 -27.2343 0.0228 -31.59827 0.14805
1.2158 -27.5752 0.01006 -31.43953 0.03233
1.1659 -27.6608 0.00912 -31.44724 0.03101
1.9786 -27.3114 0.01038 -31.28695 0.10625
0.5448 -28.2961 0.04104 -32.0722 0.08603
0.548 -27.1361 0.00979 -30.668 0.03638
0.544 -26.9503 0.01066 -30.8217 0.03302
0.5287 -27.1037 0.01084 -30.6216 0.01838
0.5538 -27.0155 0.00891 -30.84027 0.0234
0.5184 -27.0832 0.00925 -31.0695 0.02286
0.519 -27.7988 0.02096 -31.2927 0.02388
0.554 -27.5692 0.01534 -31.3016 0.0405
0.5466 -27.3402 0.01267 -30.27155 0.0137
0.489 -27.2987 0.01255 -30.8646 0.01712
0.5214 -27.3834 0.0151 -31.2105 0.02898
0.5048 -26.834 0.01365 -30.6374 0.03192
0.539 -27.537 0.01393 -31.5619 0.06437
0.5374 -27.1752 0.01019 -30.9653 0.05963
0.5186 -27.3175 0.01204 -30.81365 0.02543
0.5081 -27.196 0.01327 -30.7057 0.01534
0.4931 -27.1613 0.01061 -30.7021 0.01403
0.515 -26.9744 0.00916 -30.4997 0.03424
0.6495 -27.0248 0.00988 -30.95 0.03064
0.5749 -26.8942 0.0112 -31.4321 0.02476
0.5999 -27.7772 0.02944 -31.6015 0.044
0.5702 -26.3412 0.01054 -30.2642 0.02192
0.6093 -27.5083 0.01443 -31.1598 0.01585
0.5796 -27.6166 0.01767 -31.6559 0.07947
0.582 -28.3711 0.04772 -31.9835 0.0889
0.5876 -26.9842 0.00916 -30.9026 0.06049
0.5663 -27.7318 0.01441 -31.2211 0.03875
0.6053 -28.2304 0.03183 -31.7137 0.04842
0.6262 -27.8015 0.02161 -31.4042 0.02057
0.6153 -26.287 0.0097 -30.0449 0.00515
0.6427 -27.1098 0.00834 -30.9007 0.04066
0.586 -27.9747 0.02788 -31.1178 0.02626
0.6279 -27.1679 0.01197 -30.7104 0.04475
0.634 -27.8452 0.01767 -31.1399 0.03106
0.6 -28.3955 0.0484 -31.7269 0.03486
0.5728 -27.4514 0.01293 -30.8451 0.01504
0.616 -27.5437 0.01453 -30.5139 0.03
0.6294 -27.0932 0.00941 -30.7428 0.04506
0.5932 -27.2265 0.01313 -31.2323 0.02855
0.631 -28.1237 0.02493 -31.6335 0.04007
0.6377 -27.0539 0.00864 -31.0409 0.03237
0.585 -27.4394 0.01245 -31.1211 0.05656
0.6244 -26.9825 0.00897 -30.501 0.03022
0.628 -27.3076 0.01106 -31.4633 0.06304
0.5781 -27.0868 0.00935 -30.9615 0.01954
0.6168 -27.2073 0.01112 -31.1396 0.02957
0.6515 -27.7727 0.02041 -31.5085 0.04469
0.683 -27.9035 0.02766 -31.2311 0.04617
0.692 -27.9846 0.02383 -31.8617 0.04304
0.711 -28.057 0.02155 -31.4966 0.02777
0.6952 -27.7595 0.02014 -31.7085 0.05118
0.713 -27.9006 0.0181 -30.91495 0.01099
0.746 -28.2313 0.02903 -31.4589 0.02408
0.659 -28.241 0.03644 -31.6828 0.03562
0.652 -27.9782 0.01684 -31.6364 0.06118
0.659 -28.0249 0.01901 -31.6707 0.06772
0.705 -27.7982 0.0138 -31.2159 0.04378
0.6687 -27.8004 0.0144 -31.4626 0.02513
0.729 -28.1238 0.03178 -31.7689 0.075
0.7185 -27.7934 0.02307 -31.3855 0.02772
0.726 -27.5842 0.01329 -30.6954 0.02554
0.6696 -27.3571 0.01368 -30.7167 0.01988
0.68 -27.4627 0.01199 -31.1416 0.04997
0.687 -27.6969 0.01482 -31.3883 0.03469
0.696 -27.5055 0.01615 -31.2436 0.01274
0.669 -27.499 0.04664 -31.7791 0.03593
0.738 -27.5719 0.01401 -31.0076 0.02177
0.739 -27.5639 0.01156 -31.5821 0.0372
0.6533 -27.3162 0.01186 -30.8911 0.02748
0.653 -27.4426 0.00972 -31.3903 0.03243
0.7031 -27.3769 0.0107 -31.3128 0.05722
0.6713 -26.9016 0.00766 -30.9711 0.03227
0.6883 -26.8499 0.00757 -30.9257 0.06244
0.706 -26.9069 0.01022 -30.5558 0.01941
0.663 -27.2418 0.01521 -30.9475 0.02449
0.6749 -27.1602 0.01088 -31.8455 0.1422
0.732 -26.9478 0.00855 -30.2902 0.01579
0.6931 -26.5019 0.01038 -30.4615 0.02867
0.727 -26.7245 0.01082 -30.81367 0.04082
0.7208 -26.747 0.01012 -30.9167 0.04417
0.715 -26.6192 0.00925 -30.37345 0.02677
0.84 -28.1365 0.02251 -31.8689 0.05723
0.83 -27.5927 0.01443 -30.7783 0.03406
0.8381 -28.0152 0.01551 -31.7526 0.06773
0.7965 -27.7028 0.01342 -31.7435 0.08632
0.776 -28.0244 0.01714 -32.0542 0.13776
0.7687 -26.5178 0.011 -30.6501 0.04375
0.8557 -27.8173 0.0134 -31.2529 0.02606
0.7792 -26.6776 0.00774 -30.4116 0.00969
0.8165 -27.889 0.01617 -31.186 0.04294
0.779 -27.7313 0.01672 -31.4237 0.07395
0.7717 -27.4282 0.00952 -31.0911 0.04363
0.8362 -27.2535 0.00955 -31.2507 0.05596
0.8174 -26.7394 0.01076 -30.6635 0.01229
0.793 -27.6319 0.01465 -31.2069 0.03815
0.8011 -27.7665 0.01399 -31.3255 0.05884
0.7607 -27.6713 0.01367 -31.5007 0.06613
0.8116 -26.8965 0.01433 -30.858 0.03252
0.844 -28.227 0.03013 -31.6807 0.06772
0.761 -27.8599 0.01339 -31.3953 0.05179
0.844 -27.4244 0.01207 -31.6734 0.048
0.8468 -28.3529 0.02365 -32.1544 0.06579
0.78 -28.1974 0.02241 -31.6329 0.03853
0.836 -27.9665 0.01735 -31.2316 0.0241
0.781 -28.0331 0.02107 -31.3124 0.03554
0.7668 -27.4119 0.00939 -31.2372 0.05581
0.8174 -27.5496 0.01117 -31.298 0.03322
0.754 -27.3908 0.01482 -31.1384 0.05074
0.845 -27.5157 0.0129 -31.0118 0.0233
0.7836 -27.1869 0.01087 -31.4034 0.03436
0.811 -27.9784 0.01615 -31.41745 0.02897
0.841 -27.7288 0.01231 -31.0639 0.02582
0.7572 -27.5015 0.0129 -31.1204 0.02338
0.7531 -27.2694 0.01121 -31.0014 0.04473
0.757 -27.3723 0.01174 -30.7065 0.01094
0.7566 -27.2834 0.01131 -30.9513 0.04452
0.857 -28.079 0.01936 -31.4757 0.05049
0.8166 -27.1062 0.01159 -31.0186 0.04664
0.805 -28.2136 0.0261 -31.4807 0.02881
0.82 -28.1247 0.02039 -31.2586 0.02683
0.769 -28.3554 0.02507 -32.1866 0.05941
0.8224 -27.5562 0.01335 -30.8094 0.01908
0.765 -27.8827 0.01498 -31.53105 0.04238
0.843 -27.6359 0.01112 -31.4289 0.04983
0.839 -27.7669 0.01299 -31.5038 0.05498
0.764 -27.7245 0.02235 -31.1284 0.02364
0.8842 -27.7467 0.01413 -31.7446 0.0597
0.8782 -27.648 0.01308 -31.3216 0.05506
0.883 -27.8937 0.01243 -31.4816 0.04341
0.9306 -27.1331 0.01109 -31.0309 0.04991
0.8602 -27.7369 0.01565 -31.3982 0.06548
0.897 -28.0956 0.01727 -30.9588 0.02815
0.978 -28.0645 0.01411 -31.6297 0.02392
0.926 -27.0045 0.01 -30.9036 0.0502
0.9803 -27.1318 0.00921 -31.6028 0.04879
0.9003 -27.4205 0.00905 -31.0942 0.04234
0.8658 -26.8667 0.01102 -31.1109 0.04405
0.9 -27.9667 0.01349 -32.0978 0.04179
0.9136 -27.9623 0.01413 -31.3777 0.03943
0.949 -28.0485 0.01505 -31.3232 0.03691
0.945 -28.0053 0.01326 -31.6502 0.04758
0.8755 -27.6513 0.01463 -31.347 0.03759
0.9019 -27.0833 0.0087 -30.7288 0.02327
0.8608 -28.4501 0.02526 -32.0243 0.07048
0.9671 -26.3437 0.00739 -30.5262 0.02702
0.8681 -27.5762 0.01073 -30.9993 0.04082
0.9095 -27.3854 0.01036 -31.3605 0.08129
0.9628 -27.893 0.01163 -31.585 0.05499
0.865 -27.462 0.01235 -31.1302 0.03011
0.935 -27.5132 0.00787 -31.3745 0.03765
0.902 -28.1018 0.01933 -31.365 0.02968
0.953 -28.5752 0.03805 -31.5794 0.03571
0.915 -27.9424 0.01324 -31.4996 0.05889
0.8854 -27.2707 0.01739 -31.1477 0.03978
0.918 -27.4717 0.00904 -31.2386 0.03365
0.913 -28.2283 0.01996 -31.8128 0.03885
0.954 -28.1618 0.01643 -31.7314 0.05118
0.875 -27.6395 0.01318 -31.1819 0.02916
0.893 -28.0657 0.01514 -31.5606 0.07491
0.9375 -27.8972 0.01653 -31.1913 0.02416
0.907 -27.7945 0.01222 -31.5124 0.06786
0.9172 -27.3405 0.00773 -31.2926 0.06745
0.9095 -27.1587 0.01183 -31.0303 0.02351
0.9 -28.2208 0.0237 -32.0081 0.0607
0.9387 -27.799 0.01093 -31.1482 0.03462
0.8864 -27.2707 0.01061 -31.2194 0.07487
0.987 -27.2866 0.00872 -31.30975 0.03157
0.986 -27.9082 0.01213 -31.04703 0.02328
0.9529 -27.2792 0.00872 -30.8772 0.05678
0.9113 -28.3014 0.01945 -31.6437 0.02635
0.873 -28.3398 0.02636 -31.938 0.08166
0.9548 -26.8956 0.00856 -30.9526 0.02128
0.8773 -26.8844 0.00885 -30.763 0.01405
0.978 -26.9957 0.00748 -30.779 0.01799
0.9815 -27.7393 0.00921 -31.2272 0.0325
0.9558 -27.0035 0.0065 -30.6861 0.03069
0.9424 -27.3542 0.01228 -30.7828 0.02684
0.9604 -27.5904 0.00936 -31.559 0.0364
1.0416 -27.7771 0.01133 -31.47 0.03866
1.0822 -28.2473 0.02043 -31.7817 0.05456
1.1147 -27.7775 0.01033 -31.7088 0.08468
1.076 -27.3942 0.0155 -31.28895 0.06258
1.0219 -27.4197 0.01315 -31.1936 0.04556
1.1299 -27.4407 0.01051 -31.1612 0.03898
1.1137 -27.9458 0.01697 -31.3637 0.05475
1.017 -28.4236 0.02524 -31.7697 0.02835
1.006 -28.1884 0.01704 -31.6986 0.03245
1.028 -27.809 0.01094 -31.6263 0.08593
1.0909 -26.9902 0.00842 -31.2009 0.02991
1.0492 -27.8276 0.01204 -31.5075 0.04474
1.0579 -27.7424 0.01208 -31.7205 0.09801
1.1193 -27.3728 0.00826 -31.4001 0.08075
1.0947 -28.4045 0.02566 -31.4549 0.02123
1.0241 -27.889 0.01218 -30.6952 0.01832
1.0669 -27.2245 0.00995 -31.3127 0.03925
1.0225 -27.173 0.01131 -31.5405 0.04155
1.055 -28.2038 0.01753 -32.0393 0.06376
1.024 -27.7094 0.01059 -31.3685 0.02798
1.1044 -27.4207 0.00956 -31.4683 0.03887
1.113 -27.5191 0.01162 -31.1748 0.02953
1.1279 -27.2877 0.00672 -31.1971 0.03908
1.0067 -27.0113 0.0104 -30.6497 0.04535
1.109 -28.1238 0.0164 -32.1301 0.06977
1.0005 -27.4179 0.01654 -31.7574 0.08001
1.086 -27.687 0.02573 -31.4143 0.03553
1.0655 -27.148 0.01599 -30.9423 0.06049
1.106 -28.0274 0.01518 -31.874 0.06133
1.086 -28.2683 0.01935 -31.72106 0.05652
1.1155 -26.9569 0.00839 -31.13305 0.07318
1.005 -27.7967 0.01056 -31.1164 0.02139
1.0276 -27.2944 0.00771 -31.507 0.06346
1.0021 -27.2707 0.00849 -31.3666 0.02653
1.042 -27.6223 0.00959 -31.6293 0.04902
1.0193 -27.3814 0.00992 -31.6508 0.08229
1.1249 -27.3622 0.00956 -31.1685 0.05928
1.034 -28.1949 0.02026 -31.8943 0.04668
1.103 -27.8504 0.01367 -31.836 0.08103
1.245 -26.8952 0.00945 -31.0622 0.07496
1.2922 -26.6835 0.00862 -31.1328 0.10185
1.1307 -28.2216 0.02075 -31.7459 0.04314
1.1757 -27.8773 0.01322 -32.4141 0.17321
1.1927 -28.2726 0.01925 -31.626 0.06612
1.1604 -27.3501 0.01051 -31.635 0.07972
1.199 -28.51 0.03494 -32.17643 0.10123
1.2378 -27.8923 0.01591 -31.49 0.06622
1.207 -27.9189 0.01457 -32.0001 0.03652
1.2303 -27.4066 0.01008 -32.0034 0.11237
1.218 -28.198 0.01941 -31.9835 0.08638
1.1779 -27.1468 0.01082 -31.0088 0.04119
1.1718 -27.9446 0.01389 -31.9355 0.0902
1.247 -28.0907 0.01559 -31.6147 0.04378
1.141 -27.7021 0.00939 -31.06625 0.03244
1.151 -28.3486 0.02167 -31.6696 0.05854
